Time,Point,ts_id
4/28/21 9:00,762.8636111,1
4/28/21 10:00,722.815,1
4/28/21 11:00,778.6294444,1
4/28/21 12:00,746.6494444,1
4/28/21 13:00,786.0883333,1
4/28/21 14:00,756.1738889,1
4/28/21 15:00,794.5694444,1
4/28/21 16:00,761.0011111,1
4/28/21 17:00,800.9730556,1
4/28/21 18:00,856.8094444,1
4/28/21 19:00,928.1491667,1
4/28/21 20:00,776.32,1
4/28/21 21:00,918.5816667,1
4/28/21 22:00,931.2319444,1
4/28/21 23:00,756.8177778,1
4/29/21 0:00,857.2852778,1
4/29/21 1:00,807.3613889,1
4/29/21 2:00,766.4280556,1
4/29/21 3:00,785.4308333,1
4/29/21 4:00,937.6508333,1
4/29/21 5:00,826.4561111,1
4/29/21 6:00,801.3105556,1
4/29/21 7:00,799.9911111,1
4/29/21 8:00,751.73,1
4/29/21 9:00,782.2369444,1
4/29/21 10:00,767.3875,1
4/29/21 11:00,747.5022222,1
4/29/21 12:00,745.3672222,1
4/29/21 13:00,679.8305556,1
4/29/21 14:00,664.2319444,1
4/29/21 15:00,746.68,1
4/29/21 16:00,785.8158333,1
4/29/21 17:00,800.0613889,1
4/29/21 18:00,921.8461111,1
4/29/21 19:00,750.1591667,1
4/29/21 20:00,681.3005556,1
4/29/21 21:00,941.3247222,1
4/29/21 22:00,743.4658333,1
4/29/21 23:00,673.4583333,1
4/30/21 0:00,782.5313889,1
4/30/21 1:00,741.3038889,1
4/30/21 2:00,666.1083333,1
4/30/21 3:00,665.0261111,1
4/30/21 4:00,671.0380556,1
4/30/21 5:00,722.2547222,1
4/30/21 6:00,674.4913889,1
4/30/21 7:00,701.6838889,1
4/30/21 8:00,697.7644444,1
4/30/21 9:00,666.3163889,1
4/30/21 10:00,713.7302778,1
4/30/21 11:00,719.1991667,1
4/30/21 12:00,637.3405556,1
4/30/21 13:00,646.1497222,1
4/30/21 14:00,653.3086111,1
4/30/21 15:00,738.7747222,1
4/30/21 16:00,707.7572222,1
4/30/21 17:00,737.7302778,1
4/30/21 18:00,790.4508333,1
4/30/21 19:00,760.6897222,1
4/30/21 20:00,690.6588889,1
4/30/21 21:00,960.5461111,1
4/30/21 22:00,755.1786111,1
4/30/21 23:00,686.6111111,1
5/1/21 0:00,757.5044444,1
5/1/21 1:00,712.4258333,1
5/1/21 2:00,643.2797222,1
5/1/21 3:00,665.9255556,1
5/1/21 4:00,630.2586111,1
5/1/21 5:00,688.9613889,1
5/1/21 6:00,582.7375,1
5/1/21 7:00,602.4666667,1
5/1/21 8:00,579.4638889,1
5/1/21 9:00,578.7430556,1
5/1/21 10:00,585.7225,1
5/1/21 11:00,612.8722222,1
5/1/21 12:00,551.5458333,1
5/1/21 13:00,556.6841667,1
5/1/21 14:00,560.5594444,1
5/1/21 15:00,561.8963889,1
5/1/21 16:00,562.52,1
5/1/21 17:00,589.6536111,1
5/1/21 18:00,678.0052778,1
5/1/21 19:00,641.4180556,1
5/1/21 20:00,578.7822222,1
5/1/21 21:00,816.4327778,1
5/1/21 22:00,650.3508333,1
5/1/21 23:00,565.5319444,1
5/2/21 0:00,679.0327778,1
5/2/21 1:00,613.3227778,1
5/2/21 2:00,600.4491667,1
5/2/21 3:00,568.5730556,1
5/2/21 4:00,585.7263889,1
5/2/21 5:00,613.2108333,1
5/2/21 6:00,559.6133333,1
5/2/21 7:00,586.8138889,1
5/2/21 8:00,566.2744444,1
5/2/21 9:00,559.5591667,1
5/2/21 10:00,583.2466667,1
5/2/21 11:00,606.1736111,1
5/2/21 12:00,539.1119444,1
5/2/21 13:00,594.7305556,1
5/2/21 14:00,548.6294444,1
5/2/21 15:00,575.2219444,1
5/2/21 16:00,589.6433333,1
5/2/21 17:00,596.0347222,1
5/2/21 18:00,698.9391667,1
5/2/21 19:00,634.0547222,1
5/2/21 20:00,626.4622222,1
5/2/21 21:00,896.6280556,1
5/2/21 22:00,650.2766667,1
5/2/21 23:00,602.3547222,1
5/3/21 0:00,689.2969444,1
5/3/21 1:00,642.9488889,1
5/3/21 2:00,594.2261111,1
5/3/21 3:00,620.5466667,1
5/3/21 4:00,610.455,1
5/3/21 5:00,647.8108333,1
5/3/21 6:00,634.8044444,1
5/3/21 7:00,641.1783333,1
5/3/21 8:00,672.5530556,1
5/3/21 9:00,646.3997222,1
5/3/21 10:00,618.7525,1
5/3/21 11:00,628.1488889,1
5/3/21 12:00,635.1866667,1
5/3/21 13:00,655.1722222,1
5/3/21 14:00,623.6322222,1
5/3/21 15:00,674.33,1
5/3/21 16:00,682.1613889,1
5/3/21 17:00,682.8469444,1
5/3/21 18:00,788.4577778,1
5/3/21 19:00,732.5438889,1
5/3/21 20:00,655.7263889,1
5/3/21 21:00,905.9869444,1
5/3/21 22:00,745.0930556,1
5/3/21 23:00,653.6527778,1
5/4/21 0:00,763.5719444,1
5/4/21 1:00,627.665,1
5/4/21 2:00,651.4911111,1
5/4/21 3:00,649.6011111,1
5/4/21 4:00,655.8183333,1
5/4/21 5:00,676.0744444,1
5/4/21 6:00,681.5866667,1
5/4/21 7:00,644.3025,1
5/4/21 8:00,549.9561111,1
5/4/21 9:00,609.0466667,1
5/4/21 10:00,626.3422222,1
5/4/21 11:00,650.4697222,1
5/4/21 12:00,636.0358333,1
5/4/21 13:00,622.7058333,1
5/4/21 14:00,641.3941667,1
5/4/21 15:00,738.6347222,1
5/4/21 16:00,716.0244444,1
5/4/21 17:00,755.3488889,1
5/4/21 18:00,810.2019444,1
5/4/21 19:00,779.0444444,1
5/4/21 20:00,701.3447222,1
5/4/21 21:00,769.0630556,1
5/4/21 22:00,702.6097222,1
5/4/21 23:00,676.9588889,1
5/5/21 0:00,756.1186111,1
5/5/21 1:00,677.8419444,1
5/5/21 2:00,667.5627778,1
5/5/21 3:00,695.0852778,1
5/5/21 4:00,683.9775,1
5/5/21 5:00,746.6408333,1
5/5/21 6:00,720.9675,1
5/5/21 7:00,696.3225,1
5/5/21 8:00,720.3911111,1
5/5/21 9:00,669.3716667,1
5/5/21 10:00,680.4852778,1
5/5/21 11:00,691.9263889,1
5/5/21 12:00,689.0975,1
5/5/21 13:00,663.4966667,1
5/5/21 14:00,691.4136111,1
5/5/21 15:00,786.0177778,1
5/5/21 16:00,755.6261111,1
5/5/21 17:00,758.0458333,1
5/5/21 18:00,834.8213889,1
5/5/21 19:00,722.9866667,1
5/5/21 20:00,684.4452778,1
5/5/21 21:00,948.0311111,1
5/5/21 22:00,754.0166667,1
5/5/21 23:00,686.7386111,1
5/6/21 0:00,717.6502778,1
5/6/21 1:00,746.8361111,1
5/6/21 2:00,691.6880556,1
5/6/21 3:00,694.8047222,1
5/6/21 4:00,714.1705556,1
5/6/21 5:00,743.7047222,1
5/6/21 6:00,727.0266667,1
5/6/21 7:00,739.5086111,1
5/6/21 8:00,709.4066667,1
5/6/21 9:00,737.2930556,1
5/6/21 10:00,858.2066667,1
5/6/21 11:00,703.2616667,1
5/6/21 12:00,656.9188889,1
5/6/21 13:00,679.0811111,1
5/6/21 14:00,640.4394444,1
5/6/21 15:00,697.5969444,1
5/6/21 16:00,647.4088889,1
5/6/21 17:00,695.3305556,1
5/6/21 18:00,675.8205882,1
